timestamp,u1,dist,u3,x1,x3,diff1,diff3
0,205.52675214328800,399.2340515782050,445.4489793606680,0.0003615050303509290,0.00026087084317910200,0.00031269845662402000,0.00032199604549348700
1,89.76636599379370,-327.5612058075690,836.6399044771940,0.0009916373745461160,0.0012495553201545900,0.0006301323441951880,0.0009886844769754860
2,-152.69040132219100,86.06063259648670,646.5350773531310,0.00176825961365383,0.0028784322068279400,0.0007766222391077140,0.001628876886673360
3,291.7882261333120,-470.68039754403400,293.793403715398,0.0025114953171153200,0.005247232087255480,0.0007432357034614950,0.002368799880427530
4,-124.82557747461500,-278.8360894949300,-864.1219599532020,0.003321557455873070,0.008083360690616750,0.0008100621387577410,0.0028361286033612700
5,783.5460015641600,260.42999170475200,677.631544118221,0.004211435012920840,0.010630044589223700,0.0008898775570477760,0.002546683898606910
6,927.3255210020590,-241.8710497519230,385.6448011118080,0.0054258498592398200,0.013077736856682300,0.0012144148463189700,0.0024476922674586800
7,-233.1169623484450,-360.18648334853700,915.983028962464,0.0074893975357929500,0.016049838748178800,0.002063547676553130,0.00297210189149651
8,583.4500761653290,-374.45711789283800,-715.5550637389820,0.009891599541443670,0.019663844410868700,0.002402202005650720,0.0036140056626898900
9,57.789839505809000,-28.980077822658200,-824.4529243190520,0.01245793830431000,0.023367076076100000,0.002566338762866280,0.003703231665231220
10,136.08912218786500,-104.36103247680900,37.75996145219620,0.015330972006612700,0.026287105862879300,0.0028730337023027600,0.002920029786779300
11,851.1932765853220,153.28822540562200,-280.13525194106400,0.018283823730454900,0.028798594283720500,0.0029528517238422200,0.0025114884208412100
12,-857.9278836042260,60.194161366294500,920.5473646819760,0.021709855413704600,0.03117183675492990,0.0034260316832496200,0.002373242471209470
13,-825.7414005969190,-421.8307641264900,407.54443593450200,0.025108380100839900,0.03384646462641590,0.0033985246871353700,0.0026746278714859300
14,-959.5632051193490,-472.836543701578,-108.01185984026800,0.027637373904689500,0.03716445164933380,0.0025289938038496200,0.003317987022917920
15,665.239691095876,5.999984882594680,-615.5825047600880,0.029243105692228600,0.04060935956284150,0.0016057317875390300,0.0034449079135076800
16,556.313501899701,405.956543990622,-114.23717984537600,0.030668705891890400,0.043667249204129300,0.001425600199661860,0.0030578896412878600
17,740.0242964936380,-197.18518170378600,-67.42716644305520,0.0326698260963522,0.046332683473429000,0.002001120204461780,0.0026654342692997300
18,957.236684465528,106.56057543222300,-981.7148886675760,0.03528125891191000,0.04887771382254760,0.0026114328155578400,0.002545030349118590
19,598.3171284334470,371.9305731637760,-485.56917885994900,0.03870034690441400,0.0508666747726669,0.0034190879925039300,0.001988960950119270
20,-77.0412754941363,441.29594348357400,-509.25660648050400,0.04285248144991820,0.05208885076549110,0.004152134545504180,0.001222175992824170
21,561.058352572911,-452.75066247503100,-237.95712824721300,0.04721628734583090,0.052779261070024800,0.004363805895912790,0.0006904103045336920
22,-763.4511482621340,-280.0424316898050,-151.9233486868880,0.05176884327720570,0.05306091366777260,0.004552555931374730,0.00028165259774785800
23,279.84204265504800,-332.21246172043500,-464.9388870090530,0.05616253265403110,0.05311188880030820,0.00439368937682539,5.09751325355953E-05
24,-713.2934251819070,496.17848513075200,-774.7075067915770,0.06025240108446100,0.052818114917662,0.0040898684304299100,-0.0002937738826462170
25,889.3378340991680,157.96821335617600,-722.6408527645610,0.06405927241852900,0.05186767476975230,0.003806871334067980,-0.0009504401479096610
26,43.69664350014340,-188.27951572075900,376.4043286490900,0.06788393945434160,0.05013154062335490,0.00382466703581269,-0.0017361341463974800
27,-170.67612001895300,-24.001222224903000,911.7794518015780,0.0721010958718366,0.04818558260385830,0.004217156417494970,-0.0019459580194966000
28,-470.8887757907460,-166.4356631228900,-310.2912747343300,0.0761766902712343,0.04684740567661060,0.004075594399397700,-0.0013381769272476400
29,548.4673788684330,-410.0420829231200,-714.4272176187310,0.07984948701675630,0.045773856390452800,0.003672796745521940,-0.0010735492861578500
30,-87.6993355669029,265.50650869500100,-479.8843949590200,0.0834753681609959,0.04415191862195750,0.0036258811442396600,-0.0016219377684952400
31,136.86789773729700,-244.58455217774700,-695.649894931273,0.08724228011903610,0.04189700908489940,0.003766911958040150,-0.0022549095370581300
32,-962.4203991272900,-12.775908218454200,-610.5206873518650,0.09094060400697000,0.03901901765084580,0.003698323887933970,-0.002877991434053570
33,235.2709941517540,96.32105183867770,324.3210234571350,0.09412934427751080,0.03545342550373940,0.003188740270540770,-0.0035655921471064600
34,224.19144544484300,303.5433133881630,-230.1453489546100,0.09685435985167080,0.03171134645093570,0.0027250155741600400,-0.003742079052803710
35,233.86799374951400,167.44234031906100,-499.0914280256310,0.09970623801836170,0.02798410896229560,0.0028518781666909000,-0.0037272374886400300
36,887.4961570292480,12.424262011339400,162.31582368181400,0.10268143111426100,0.023861407774365000,0.0029751930958997200,-0.004122701187930680
37,363.64059820696700,-356.25320296932300,795.6478942788940,0.10610880842800100,0.0195411255494849,0.0034273773137397500,-0.004320282224880050
38,-280.984198852428,-100.9743104191500,-951.14197220956,0.11005016445667800,0.01567242355140130,0.003941356028677170,-0.003868701998083640
39,-125.9360924013170,-381.71424984206800,193.43754784013200,0.11391773070180300,0.011700176144730000,0.003867566245124810,-0.003972247406671210
40,395.2623918545300,-391.2728678434380,343.9919844294840,0.11746319120029000,0.007324890327426890,0.0035454604984868100,-0.004375285817303160
41,-879.5490567414600,21.651830784430700,-133.66185202102600,0.12102128238546800,0.0031957874895310400,0.003558091185178140,-0.004129102837895850
42,333.53343089133500,24.24574894423100,840.7034953157400,0.12421172415907500,-0.0008492121189073000,0.0031904417736070800,-0.004044999608438340
43,341.2757392363190,29.254805132126000,-659.6256434609390,0.12700048576414800,-0.0045603716628554,0.002788761605073130,-0.003711159543948100
